row_id,source,cloverItemId,siteId,name,cloverCategory,siteCategory,queueStatus,recordType,confidence,suggestedCloverCategory,suggestedSiteCategory,priceCAD,stockQty,published,hasImage,hasDescription,brand,cleanNameFr,recommendedAction,reason,notes
447,site_product_clover,C4ZFBKVPB56WY,a35c435c-836a-4e07-95f4-55d8ab618c91,DR102 Repashy Superfoods Calcium Plus 6oz 170g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,33.99,0,no,no,no,Repashy,Repashy Superfoods Calcium Plus 6oz 170g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
448,site_product_clover,FW9A6QT9DYR9J,e8549538-0ae3-4bae-b99c-cb036ffe2c51,DR111 Repashy Calcium plus Lo D 3oz,,food_packaged,created,product,high,Nourriture,food_packaged,22.99,0,no,no,no,Repashy,Repashy Calcium plus Lo D 3oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
449,site_product_clover,6RSX4JZK6EH8C,6194a80a-af22-4adc-988d-bd0ee7bc57d1,DR142 Supercal Lo D 6oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,25.99,0,no,no,no,Repashy,Supercal Lo D 6oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
450,site_product_clover,X4GVVFFKDHVMJ,4fd65651-50a3-4c64-a5d7-946dd3f6e05f,DR162 Repashy Supercal HyD 6oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,24.99,0,no,no,no,Repashy,Repashy Supercal HyD 6oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
451,site_product_clover,MNPHS9YAVFA1G,a028553a-32e2-41c1-a39b-3379829c1eb7,DR191 Repashy Vitamine A Plus 3oz,,food_packaged,created,product,high,Nourriture,food_packaged,23.99,0,no,no,no,Repashy,Repashy Vitamine A Plus 3oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
452,site_product_clover,TXXKC1VRAYG88,1b66eae8-1a9a-423b-b67f-e459cc07ba50,DR201 Repashy Supervite 3oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,22.99,0,no,no,no,Repashy,Repashy Supervite 3oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
453,site_product_clover,KW018MQ5FHK24,0ce593f1-444c-4c4c-8a29-e02e14513669,DR216 Repashy Crested Gecko Mango Tango,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,26.99,0,no,no,no,Repashy,Repashy Crested Gecko Mango Tango,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
454,site_product_clover,9HNGDSQ46FVEJ,fd7740ac-557c-4ad9-81d8-a705ed07e8bd,DR221   Repashy Meat Pie 3oz,,food_packaged,created,product,high,Nourriture,food_packaged,21.99,0,no,no,no,Repashy,Repashy Meat Pie 3oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
455,site_product_clover,VFPEW5XCBC674,3423ad2e-4bc2-44b8-b4b5-5451a40770d6,DR222 Repashy Reptile Meat Pie 6oz.,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,40.99,0,no,no,no,Repashy,Repashy Reptile Meat Pie 6oz.,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
456,site_product_clover,9FJEPRFT19WZE,f5d052a9-3c4d-46d0-95ce-5621d2f54f3f,DR226 Repashy Superfoods Chicken Pot Pie 3oz 85g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,20.99,0,no,no,no,Repashy,Repashy Superfoods Chicken Pot Pie 3oz 85g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
457,site_product_clover,G8506RZ21Y6VG,09164bfc-7744-493c-8da9-9c1311325cf8,DR301 Repashy Bug Burger 3oz,,food_packaged,created,product,high,Nourriture,food_packaged,19.50,0,no,no,no,Repashy,Repashy Bug Burger 3oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
458,site_product_clover,F21SRWHSYCV4C,029306e9-a4fa-42ea-80c6-a288dde60cee,DR306 Repashy Superhorn 3oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,18.99,0,no,no,no,Repashy,Repashy Superhorn 3oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
459,site_product_clover,2SXW9KR7MAD62,73e18dc7-b285-4508-ab2b-15bb25bc6416,DR307 Repashy Superhorn 6oz,,food_packaged,created,product,high,Nourriture,food_packaged,27.99,0,no,no,no,Repashy,Repashy Superhorn 6oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
460,site_product_clover,PXVAVS951F1TW,9dc23768-7083-46aa-ae52-b1d8f2236d1c,DR316 Repashy Isopod Morning Wood 3oz.,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,21.99,0,no,no,no,Repashy,Repashy Isopod Morning Wood 3oz.,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
461,site_product_clover,6PF9RX3A8P2WR,74ff929d-3dd3-4ef5-b972-448b3f6c5da4,DR322 Repashy Superfly 6oz.,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,21.99,0,no,no,no,Repashy,Repashy Superfly 6oz.,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
462,site_product_clover,16JPW62V823EG,6b1f0467-6feb-4453-a2ab-2720b0d56885,DR325 Repashy Superfly,,food_packaged,created,product,high,Nourriture,food_packaged,70.00,0,no,no,no,Repashy,Repashy Superfly,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
463,site_product_clover,3VE6FAMYPECVJ,78cdcc73-8f67-438b-8aad-367ecd0ef954,DR331 Repashy Superload 3oz.,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,16.99,0,no,no,no,Repashy,Repashy Superload 3oz.,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
464,site_product_clover,09HGCMHXSKMT4,3790da85-0e5b-4df0-85f9-2dd0d07e2472,DR565 Repashy Morning Wood 70.4 oz,,food_packaged,created,product,high,Nourriture,food_packaged,243.00,0,no,no,no,Repashy,Repashy Morning Wood 70.4 oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
465,site_product_clover,YK0ZB0C89XY2C,acce8970-cc24-4903-8647-1d2eb23ac02e,ECHANTION PURÉ PROBUGS,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,1.25,0,no,no,no,,ECHANTION PURÉ PROBUGS,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
466,site_product_clover,BDSBWZTTH6YG2,3d767f4a-7c0c-4c77-9bab-971b5947e283,FFHY Josh's Frogs Hydei Fruit Fly Media,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,47.99,0,no,no,no,,Josh's Frogs Hydei Fruit Fly Media,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
467,site_product_clover,RJX347VSDRPY2,dda53996-4fa0-405f-a393-4454f90d7353,H20611 Hikari Herptile Crest Gel 50g (1.76 oz),Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,18.99,0,no,no,no,,Hikari Herptile Crest Gel 50g (1.76 oz),enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
468,site_product_clover,RGKKNJWMAQH6W,bdc6342e-2a8f-47bf-8806-25f245e2380e,H20616 Hikari Herptile Dragon Gel 60g (2.11oz),Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,18.99,0,no,no,no,,Hikari Herptile Dragon Gel 60g (2.11oz),enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
469,site_product_clover,5FK3GNDZ1ENP8,f14c495f-9610-4b34-8ff4-61e901c774dc,H21915  Hikari Sinking Carnivore,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,23.99,0,no,no,no,,Hikari Sinking Carnivore,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
470,site_product_clover,BA60B0TTEECYM,ab414ee2-5eea-4074-9e97-d093bfcde26e,H33201 Hikari Freeze Dried Bloodworm 0.42oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,19.99,0,no,no,no,,Hikari Freeze Dried Bloodworm 0.42oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
471,site_product_clover,5Y97Z00JWRMK8,4841d38a-5d9c-468b-8527-678c75545219,H33417 Hikari Freeze Dried Krill 3.53oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,37.99,0,no,no,no,,Hikari Freeze Dried Krill 3.53oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
472,site_product_clover,PWGJ86C9KJZME,052637de-1bee-40be-9c77-9d9302921ccc,HF30320 Daphnia Cube 3.5oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,10.99,0,no,no,no,,HF30320 Daphnia Cube 3.5oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
473,site_product_clover,YT0J6MKM75FHM,874e821d-e5a5-43de-a650-c9e2ef0cb50e,HH1668 Mazuri Timothy Guinea Pig Diet 5lb,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,22.50,0,no,no,no,Mazuri,Mazuri Timothy Guinea Pig Diet 5lb,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
474,site_product_clover,XF1CMMZ5MFC0J,641172da-8e94-4139-8634-3367526b07e8,HH1672 Mazuri Rat Et Mouse Diet 2lb,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.00,0,no,no,no,Mazuri,Mazuri Rat Et Mouse Diet 2lb,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
475,site_product_clover,S281D14PHN5SM,b7334138-1b08-4a72-bb1d-995154d1d65b,HH1678 Mazuri Ferret Diet 5lb,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,34.50,0,no,no,no,Mazuri,Mazuri Ferret Diet 5lb,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
476,site_product_clover,PEECNEJSP2EW6,357d3500-39b5-4935-aeb5-73df0922d524,JF00693 Josh's Frogs Dart Frog Tadpole Food,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,18.50,0,no,no,no,,JF00693 Josh's Frogs Dart Frog Tadpole Food,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
477,site_product_clover,VH2N0YQ1BZ29E,a200c03b-e110-484e-ade2-71c9872081f7,Mazuri 5E5M Herb. Repti. Diet,,food_packaged,created,product,high,Nourriture,food_packaged,204.00,0,no,no,no,Mazuri,Mazuri 5E5M Herb. Repti. Diet,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
478,site_product_clover,G9N9EPD45SW8E,1b4d4bf8-b931-4213-9fa7-9179a113f23d,Mazuri 5M87 100g,,food_packaged,created,product,high,Nourriture,food_packaged,10.00,0,no,no,no,Mazuri,Mazuri 5M87 100g,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
479,site_product_clover,RFXMQYK00S6P0,d4cabc78-089d-4736-bffe-085aad1fb981,Mazuri Sac En Vrac,,food_packaged,created,product,high,Nourriture,food_packaged,39.99,0,no,no,no,Mazuri,Mazuri Sac En Vrac,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
480,site_product_clover,9BCD1WRJ5PY7J,7e491b44-ee14-4059-a7c8-332be1d49d5d,Mazuri Tortoise Food Sac Cricket,,food_packaged,created,product,high,Nourriture,food_packaged,45.00,0,no,no,no,Mazuri,Mazuri Tortoise Food Sac Cricket,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
481,site_product_clover,T87QB5HF8J1XY,89b7a794-9953-433d-b06b-74b630fee4b4,PB001 Probugs Dubia Cockroaches,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,4.99,0,no,no,no,,Probugs Dubia Cockroaches,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
482,site_product_clover,4TK41BSVWW166,5bb46dff-e40c-43e1-8a2c-f77e1305d757,PB003 Probugs Dubia Coakroaches - Small 150 gr,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,59.00,0,no,no,no,,Probugs Dubia Coakroaches - Small 150 gr,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
483,site_product_clover,TQVN8B5HWS5J0,1af4cbbb-1694-4009-88c9-9cd9513348e0,PB017 Probugs Grasshoppers,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,4.99,0,no,no,no,,Probugs Grasshoppers,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
484,site_product_clover,CGZ28960A5CF2,ea5d9d24-7df8-4a10-a5a5-cc553159bbb2,PB026 Probugs Eco-Fresh Soldier Fly Larvae (Vers Phoenix),Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,4.50,0,no,no,no,,Probugs Eco-Fresh Soldier Fly Larvae (Vers Phoenix),enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
485,site_product_clover,PAJJA0R25SQ0A,31a49fe4-71e8-49e7-81ec-ed95f5dbde73,PB035 Probugs Eco-Fresh Centipede,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,13.50,0,no,no,no,,Probugs Eco-Fresh Centipede,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
486,site_product_clover,2JNHW6CAXHMFC,5c500af1-1220-4e3b-8be9-246c1c9fb1a8,PB038 ProBugs Eco-Fresh Scorpion,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,11.99,0,no,no,no,,ProBugs Eco-Fresh Scorpion,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
487,site_product_clover,0BAY9H3YAGA0Y,38fd563a-e61b-4119-8817-ee26f7dc8c1e,PB101 Probugs Dubia Cockroach Dubipurée 80g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,Probugs Dubia Cockroach Dubipurée 80g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
488,site_product_clover,GBQQBGW0X701J,d86ffd2b-fe76-4287-aae6-7c847ea8a047,PB104 Probugs DubiPurée Sticks 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,Probugs DubiPurée Sticks 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
489,site_product_clover,ZY5GA5A8097WC,8addc847-21ee-4d38-b932-d390ea2f7010,PB107 Probugs Hornworm Hornipurée 80g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,Probugs Hornworm Hornipurée 80g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
490,site_product_clover,R1CYPRKGCE47W,5f5b3381-752a-4f88-8150-6722f14b0479,PB110 HorniPurée Sticks 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,HorniPurée Sticks 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
491,site_product_clover,8JYCDTKCJXR94,46f3325b-0129-4e44-8d25-8f8bdfaa2032,PB113 Probugs Silkworm Silkipurée 80g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,Probugs Silkworm Silkipurée 80g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
492,site_product_clover,FDAW5XXERY1GG,cb311763-a24e-498d-85d3-474e3ccc05e8,PB116 SilkiPurée Sticks 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,SilkiPurée Sticks 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
493,site_product_clover,ST966YZJ26B82,05591f89-8b48-4c6f-a386-7d45d97fce91,PB119 CrickiPurée Bag 80gr,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,CrickiPurée Bag 80gr,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
494,site_product_clover,CCACD3EDG45AE,9f44f7e4-5b7a-48fc-892b-8c7c3b8704ea,PB122 CrickiPurée Sticks 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,CrickiPurée Sticks 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
495,site_product_clover,AEB4CHTFPQAPG,95393184-b7eb-41e1-9209-f2b82e68d066,PB125 ProBugs InsecXFruits 80g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,ProBugs InsecXFruits 80g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
496,site_product_clover,NCBVVJPBX5Z9Y,4827d949-096b-4631-b19d-2d7b6793ea52,PB128 ProBugs InsecXFruits Banana Stick 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,ProBugs InsecXFruits Banana Stick 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
497,site_product_clover,53C3C7MTXYBF4,2d04b6fa-8f28-49f4-aa3c-32ad488d4f66,PB134 ProBugs InsectXFruits Watermelon Stick 5g x 12,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,14.99,0,no,no,no,,ProBugs InsectXFruits Watermelon Stick 5g x 12,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
498,site_product_clover,XKAZD9RGAW37A,edc8d739-adec-453a-b526-afbaa8d7ecd3,PT1950 Can Sauterelles 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Sauterelles 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
499,site_product_clover,GHM13B5GT4DBW,1f7934e2-ad94-4c4c-9735-66fa59085db1,PT1952 Can Sauterelles (TG) 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Sauterelles (TG) 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
500,site_product_clover,QFY57GEX3H3FW,bcc75f60-96ff-4493-93fb-242cbb736d91,PT1954 Can Vers Soie (M) 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Vers Soie (M) 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
501,site_product_clover,80FMF045Y4K02,f12e2c44-7607-498d-870d-dae7311ac79d,PT1956 Can Escargot 48g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.99,0,no,no,no,Exo Terra,Can Escargot 48g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
502,site_product_clover,8XQN2VEP2KE8E,19989f96-345f-49fc-8616-d9b37184dbe1,PT1958 Can Vers Farine 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.49,0,no,no,no,Exo Terra,Can Vers Farine 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
503,site_product_clover,QPPNHH7ZP7ETC,927bca40-71b6-46a1-938b-3cbb6106b8c1,PT1960 Can Grillon 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Grillon 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
504,site_product_clover,NGT9HVYRW0JDM,0314596d-89ee-4ea8-874f-c3d39d27f7eb,PT1962 Can Grillons (TG) 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Grillons (TG) 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
505,site_product_clover,7N8AQHYP1XYJ0,68aab6a5-c853-48fa-ad59-1c2afa6f3bd9,PT1964 Can Vers Morio 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Vers Morio 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
506,site_product_clover,ZBJ4CTR98QSC4,61b59326-cca4-49c4-8aef-4fc4aedff1d5,PT1966 Can Larves Mouches 34g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,5.79,0,no,no,no,Exo Terra,Can Larves Mouches 34g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
507,site_product_clover,J0XPX5FYQJJJA,7b106a05-3628-45d6-8eb5-d68ef9ed0d46,PT3260 Exo Terra Aliment pour Geckos A Crete (8 coupes) (PT3259),Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,10.99,0,no,no,no,Exo Terra,Exo Terra Aliment pour Geckos A Crete (8 coupes) (PT3259),enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
508,site_product_clover,N3XK64RC71RRE,42b88cf3-c3fd-4367-8600-6c7b041a02a1,Poussin 1 Jour Caille Congelée,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,2.00,0,no,no,no,,Poussin 1 Jour Caille Congelée,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
509,site_product_clover,YSQF7AWB6W2HR,18efb562-7a44-486b-91da-b25e1813a93a,Poussin De Caille 5 Jours,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,2.50,0,no,no,no,,Poussin De Caille 5 Jours,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
510,site_product_clover,XSP91SMVS9TY4,3369276e-92d7-4bf5-99d9-7bdd56e74b07,RC Bouffe Maison Insectivore,,food_packaged,created,product,high,Nourriture,food_packaged,10.00,0,no,no,no,,Bouffe Maison Insectivore,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
511,site_product_clover,APSYHQYY87VZ4,e9e8212f-c162-4221-850a-2bd96e29bc39,RR1020 Omega One Newt and Salamander pellets 1.2oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,9.99,0,no,no,no,,Omega One Newt and Salamander pellets 1.2oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
512,site_product_clover,D0ME3HCT7M42C,8c3d6382-6940-4770-9c75-797703ff1d9e,RR1102 Blue River Diets Mango Madness Gecko Diet 60g,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,11.35,0,no,no,no,,Blue River Diets Mango Madness Gecko Diet 60g,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
513,site_product_clover,DG1SX7S7C9992,b985830d-9203-4153-a990-3a8c0531f18e,RR4112 Mazuri Herbivorous Reptile Diet 8oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,26.99,0,no,no,no,Mazuri,Mazuri Herbivorous Reptile Diet 8oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
514,site_product_clover,EZTSDSGMVXPSM,a9451f88-53ac-46ba-8ad1-29bf62f0ba45,RR4116 Mazuri Tortoise LS Diet 12oz,,food_packaged,created,product,high,Nourriture,food_packaged,21.99,0,no,no,no,Mazuri,Mazuri Tortoise LS Diet 12oz,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
515,site_product_clover,2B2TG1F2XY8ER,2bd2f4ba-5e60-4f7a-9459-e1ef9f1dcfb2,RR4117 Mazuri 5E5L Tortoise Diet LS,,food_packaged,created,product,high,Nourriture,food_packaged,185.00,0,no,no,no,Mazuri,Mazuri 5E5L Tortoise Diet LS,enrichir luego publicar,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",
516,site_product_clover,37EM3FRW4MH9E,e8f2b62c-1ec7-450a-bb0b-610d01bad684,RR4118 Mazuri Tortoise Diet 1.25lb,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,17.99,0,no,no,no,Mazuri,Mazuri Tortoise Diet 1.25lb,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
517,site_product_clover,KS9Y90HE4TZJW,0816b6b7-7aa9-4836-8cd2-a31555b6c762,RR4119   5M21 Mazuri Tortoise Diet,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,125.99,0,no,no,no,Mazuri,RR4119   5M21 Mazuri Tortoise Diet,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
518,site_product_clover,SX1BJ5AG4GD9R,928e1155-4c58-4df0-85e4-fa6ab5c2b700,RR4120 MazuriAquatic Turtle Diet 12oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,29.99,0,no,no,no,Mazuri,MazuriAquatic Turtle Diet 12oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
519,site_product_clover,GFHCMYAGMKBT4,c39c89c1-f4c3-461c-867e-32a11d4e373d,RR4123 Mazuri Better Bug Gut Loading Diet 8oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,23.99,0,no,no,no,Mazuri,Mazuri Better Bug Gut Loading Diet 8oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
520,site_product_clover,X7V55CD2Y4Z7E,c7c939b8-7eb1-4a1c-a75d-c4e6aaa34c21,RR4150 Komodo Jelly Pots Mixed Flavours Display,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,0.99,0,no,no,no,,Komodo Jelly Pots Mixed Flavours Display,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
521,site_product_clover,Q95DV7FYX341C,5b49ac9c-eb11-4212-a78b-a9a12390bf07,Z548 Zoomed Cricket Calcium & Gutload Block,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,2.99,0,no,no,no,Zoo Med,Zoomed Cricket Calcium & Gutload Block,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
522,site_product_clover,S2BHJQT3DBXFE,6228d20a-b71c-4319-9136-7f29752f022d,Z6901 Gourmet Reptisticks 8.5oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,25.99,0,no,no,no,,Gourmet Reptisticks 8.5oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
523,site_product_clover,CGWFNZ7ZC1H0E,95b4a215-6663-4370-8279-28ae53e128a6,Z6911 Gourmet Box Turtle Food 15oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,23.99,0,no,no,no,,Gourmet Box Turtle Food 15oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
524,site_product_clover,7JGE29GBFEFEA,c5df6c85-44b4-402f-a501-7c5974d6b4c8,Z6921 Gourmet Tortoise Food 13.5 oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,18.99,0,no,no,no,,Gourmet Tortoise Food 13.5 oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
525,site_product_clover,A3BS5XC2XXMMR,b9129295-48fa-48c9-9724-c1f7fe2d9387,Z6931Gourmet Bearded Dragon Food 15oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,21.99,0,no,no,no,,Z6931Gourmet Bearded Dragon Food 15oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
526,site_product_clover,AW9YAK6F63204,fb4f6bbe-2082-4fb8-a80e-6a2b223709a6,Z6941 Gourmet Iguana Food 13oz,Nourriture,food_packaged,created,product,high,Nourriture,food_packaged,19.99,0,no,no,no,,Gourmet Iguana Food 13oz,enrichir luego publicar,Mapeo directo Clover → sitio (sin cambiar Clover),
